question_id,category,question,ground_truth,generated_answer,source_url,reciprocal_rank,rouge_l_f1,bert_score_f1
q081,inferential,Why is German submarine U-877 significant?,German submarine U-877 was a Type IXC/40 U-boat of Nazi Germany's Kriegsmarine during the Second World War.,German submarine U-877 was a Type IXC/40 U-boat of Nazi Germany's Kriegsmarine during the Second World War.,https://en.wikipedia.org/wiki/German_submarine_U-877,1.0,1.0,0.9999998211860657
q082,inferential,Why is Marie Curie significant?,"Maria Salomea Skłodowska Curie[a] (Polish: [ˈmarja salɔˈmɛa skwɔˈdɔfska kʲiˈri] ⓘ; née Skłodowska; 7 November 1867 – 4 July 1934), better known as Marie Curie (/ˈkjʊəri/ KURE-ee; French: [maʁi kyʁi] ⓘ), was a Polish and naturalised-French physicist and chemist.","Maria Salomea Skłodowska Curie[a] (Polish: [ˈmarja salɔˈmɛa skwɔˈdɔfska kʲiˈri] ⓘ; née Skłodowska; 7 November 1867 – 4 July 1934), better known as Marie Curie (/ˈkjʊəri/ KURE-ee; French: [maʁi kyʁi] ⓘ), was a Polish and naturalised-French physicist and chemist.",https://en.wikipedia.org/wiki/Marie_Curie,1.0,1.0,1.0
q083,inferential,Why is Charles Darwin significant?,"Charles Robert Darwin (/ˈdɑːrwɪn/ DAR-win; 12 February 1809 – 19 April 1882) was an English naturalist, geologist, and biologist, widely known for his contributions to evolutionary biology.","Charles Robert Darwin (/ˈdɑːrwɪn/ DAR-win; 12 February 1809 – 19 April 1882) was an English naturalist, geologist, and biologist, widely known for his contributions to evolutionary biology.",https://en.wikipedia.org/wiki/Charles_Darwin,1.0,1.0,1.0
q084,inferential,Why is List of number-one hits of 1994 (Denmark) significant?,This is a list of the Danish Singles Chart number-one hits of 1994 from the International Federation of the Phonographic Industry and Nielsen Soundscan.,This is a list of the Danish Singles Chart number-one hits of 1994 from the International Federation of the Phonographic Industry and Nielsen Soundscan.,https://en.wikipedia.org/wiki/List_of_number-one_hits_of_1994_(Denmark),1.0,1.0,1.0
q085,inferential,How has Charles Masson (field hockey) influenced its domain?,Charles Elie Roger Masson (born 13 April 1992) is a field hockey player from France.,Charles Elie Roger Masson (born 13 April 1992) is a field hockey player from France.,https://en.wikipedia.org/wiki/Charles_Masson_(field_hockey),1.0,1.0,0.9999998211860657
q086,multi_hop,"Considering the history and characteristics of Michael Jordan, what makes it notable?","Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and retired professional basketball player who is a minority owner of the Charlotte Hornets of the National Basketball Association (NBA).","Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and retired professional basketball player who is a minority owner of the Charlotte Hornets of the National Basketball Association (NBA).",https://en.wikipedia.org/wiki/Michael_Jordan,1.0,1.0,1.0
q087,multi_hop,What is HMS Bermuda (1795) and how is it connected to its field?,"HMS Bermuda was a 14-gun brig-sloop built in Bermuda, which was purchased and commissioned by the Royal Navy in 1795, the first Royal Navy ship of her name.","HMS Bermuda was a 14-gun brig-sloop built in Bermuda, which was purchased and commissioned by the Royal Navy in 1795, the first Royal Navy ship of her name.",https://en.wikipedia.org/wiki/HMS_Bermuda_(1795),1.0,1.0,0.9999996423721313
q088,multi_hop,"Considering the history and characteristics of Elivagar Flumina, what makes it notable?","Elivagar Flumina is a network of river channels, known as flumina, located in the region around the Menrva Crater of Titan.","Elivagar Flumina is a network of river channels, known as flumina, located in the region around the Menrva Crater of Titan.",https://en.wikipedia.org/wiki/Elivagar_Flumina,1.0,1.0,1.0
q089,multi_hop,What is Robert B. Sinclair and how is it connected to its field?,"Robert Bruce Sinclair (May 24, 1905 – January 3, 1970) was an American director who worked in film, theater and television.","Robert Bruce Sinclair (May 24, 1905 – January 3, 1970) was an American director who worked in film, theater and television.",https://en.wikipedia.org/wiki/Robert_B._Sinclair,1.0,1.0,1.0
q090,multi_hop,What is Vultur messii and how is it connected to its field?,Vultur messii is an extinct species of Vultur that inhabited South America during the Pliocene epoch.,Vultur messii is an extinct species of Vultur that inhabited South America during the Pliocene epoch.,https://en.wikipedia.org/wiki/Vultur_messii,1.0,1.0,1.0
q091,multi_hop,What is Westron Wynde and how is it connected to its field?,"Westron Wynde is an early 16th-century song whose tune was used as the basis (cantus firmus) of Masses by English composers John Taverner, Christopher Tye and John Sheppard.","Westron Wynde is an early 16th-century song whose tune was used as the basis (cantus firmus) of Masses by English composers John Taverner, Christopher Tye and John Sheppard.",https://en.wikipedia.org/wiki/Westron_Wynde,1.0,1.0,0.9999996423721313
q092,multi_hop,What is LeBron James and how is it connected to its field?,"LeBron Raymone James (/ləˈbrɒn/ lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA).","LeBron Raymone James (/ləˈbrɒn/ lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA).",https://en.wikipedia.org/wiki/LeBron_James,1.0,1.0,1.0
q093,multi_hop,What is Ken Kaplan and how is it connected to its field?,"Kenneth Scott Kaplan (born January 12, 1960) is an American former professional football player who was a tackle in the National Football League (NFL).","Kenneth Scott Kaplan (born January 12, 1960) is an American former professional football player who was a tackle in the National Football League (NFL).",https://en.wikipedia.org/wiki/Ken_Kaplan,1.0,1.0,1.0
q094,multi_hop,"Considering the history and characteristics of The Uncanny X-Men (video game), what makes it notable?","The Uncanny X-Men, sometimes referred to as Marvel's X-Men, is a 1989 action-platform video game released by LJN for the Nintendo Entertainment System.","The Uncanny X-Men, sometimes referred to as Marvel's X-Men, is a 1989 action-platform video game released by LJN for the Nintendo Entertainment System.",https://en.wikipedia.org/wiki/The_Uncanny_X-Men_(video_game),1.0,1.0,0.9999996423721313
q095,multi_hop,What is Australia and how is it connected to its field?,"Australia, officially the Commonwealth of Australia, is a country comprising the mainland of the Australian continent, the island of Tasmania and numerous smaller islands.","Australia, officially the Commonwealth of Australia, is a country comprising the mainland of the Australian continent, the island of Tasmania and numerous smaller islands.",https://en.wikipedia.org/wiki/Australia,1.0,1.0,1.0000003576278687
q096,multi_hop,What is Stephens High School and how is it connected to its field?,"Stephens High School was a comprehensive public high school located in Stephens, Arkansas, United States.","Stephens High School was a comprehensive public high school located in Stephens, Arkansas, United States.",https://en.wikipedia.org/wiki/Stephens_High_School,1.0,1.0,1.0
q097,multi_hop,"Considering the history and characteristics of John Ansell, what makes it notable?",John Ansell (26 March 1874 – 14 December 1948) was a British composer of light classical music.,John Ansell (26 March 1874 – 14 December 1948) was a British composer of light classical music.,https://en.wikipedia.org/wiki/John_Ansell,1.0,1.0,0.9999998211860657
q098,multi_hop,"Considering the history and characteristics of Kopnino, what makes it notable?","Kopnino (Russian: Копнино) is a rural locality (a village) in Butylitskoye Rural Settlement, Melenkovsky District, Vladimir Oblast, Russia.","Kopnino (Russian: Копнино) is a rural locality (a village) in Butylitskoye Rural Settlement, Melenkovsky District, Vladimir Oblast, Russia.",https://en.wikipedia.org/wiki/Kopnino,1.0,1.0,0.9999998211860657
q099,multi_hop,What is Anthidium anguliventre and how is it connected to its field?,"see text Anthidium anguliventre is a species of bee in the family Megachilidae, the leaf-cutter, carder, or mason bees.","see text Anthidium anguliventre is a species of bee in the family Megachilidae, the leaf-cutter, carder, or mason bees.",https://en.wikipedia.org/wiki/Anthidium_anguliventre,1.0,1.0,1.0000003576278687
q100,multi_hop,What is The Dangerous Dub and how is it connected to its field?,The Dangerous Dub is a 1926 American silent Western film.,The Dangerous Dub is a 1926 American silent Western film.,https://en.wikipedia.org/wiki/The_Dangerous_Dub,1.0,1.0,1.0
